song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
I Belong in Your Arms,Chairlift,0.498,0.795,-5.992,0.0444,0.00482,5.37e-05,0.124,0.762,172.564,0aqRkWPAL9BGCvvdSiXaE9,207307
Juuroku Sai - Ryan Hemsworth Remix,Maison book girl,0.693,0.782,-4.657,0.049,0.357,1.26e-05,0.164,0.816,177.947,0ul4jbh0n8U5tNpk6Spp74,197191
Forgiven (feat. Marsha Ambrosius),2 Chainz,0.491,0.523,-9.417,0.592,0.155,0.0,0.405,0.243,73.79,6f6xUMBUrXYK3JrlXXCm3R,323307
It's a Fine Day,Jane,0.549,0.03,-16.755,0.0799,0.877,0.0,0.0893,0.344,102.464,65yU9EwZHSFalnllqtmOJ6,166893
Fine Day,Dinamarca,0.893,0.762,-4.608,0.358,0.0674,0.0,0.0467,0.835,129.909,3FKg7SoRjWBmdsXmKuXVnA,186469
It's A Fine Day,Barcode Brothers,0.584,0.857,-6.725,0.0302,0.00289,0.0143,0.359,0.509,135.997,3jjhHmTYb7t0mFCTiDg0Kg,232467
It's a Fine Day,Opus III,0.606,0.955,-9.857,0.0462,0.115,0.0547,0.15,0.285,125.007,67Hp634KZbo9B5WMsJOalE,330533
Lady Greensleeves,The Brothers Four,0.347,0.413,-12.904,0.0346,0.745,0.00778,0.705,0.231,96.306,0FN4yMM8vhSwVkJu3CLtB4,196587
Nostalgia - MK Remix,MØ,0.78,0.771,-9.461,0.0381,0.000957,0.537,0.0802,0.749,122.993,6lXmPzvaxcMwFNDyLlC7xF,353874
"Suite de danses pour instruments électroniques, GeWV 435: III. Sarabande",Harald Genzmer,0.45,0.12,-14.794,0.039,0.984,0.0392,0.13,0.202,94.894,1k0P3hB4PJLrZisvy8Kpuy,148693
"Eruption - Live at the Tokyo Dome June 21, 2013",Van Halen,0.222,0.88,-8.335,0.258,0.619,0.885,0.656,0.0778,95.126,4gCjTD3RUyI6yOKGRiko5Q,488081
Quivi sospiri,Luzzasco Luzzaschi,0.202,0.151,-15.494,0.0361,0.992,0.000321,0.153,0.113,126.226,6g2i3N5a0qSuy0wsdjJ4C5,135920
Flash!!,Jonny Trunk,0.702,0.433,-16.928,0.946,0.485,0.0,0.45,0.319,165.996,0Cfy5Kh2NZIOZv7rtOizPa,20840
Kom Igen Kommissarien,Slagsmålsklubben,0.691,0.749,-5.498,0.0457,0.0559,0.641,0.0695,0.95,140.121,4FEQjZ3mpJcWUbA2igbdLh,205013
Travel Ban,iLOVEFRiDAY,0.926,0.4,-9.75,0.633,0.00921,2.47e-05,0.109,0.378,120.992,0U0DggJOVTSXqI01e0xegS,102243
Bad Behavior,True Blue,0.669,0.397,-7.948,0.0341,0.47,0.00899,0.0949,0.293,117.895,7pLfRDllsqkin2JgOmPT8H,200640
"Powder Her Face (an Opera in two acts) Op.14, Act II, Scene 7: Nineteen seventy: Interlude Fifty-eight, seventy-nine (Duchess)",Thomas Adès,0.3,0.0985,-23.111,0.043,0.951,0.00168,0.543,0.0767,82.028,0pACO4CPs0OXgSPjgq5vqL,76440
Summer Of Love - Edit,Cascada,0.56,0.746,-5.666,0.0493,0.00323,2.06e-05,0.174,0.493,127.891,4xtUtXfLUWBXU8E92i3Yhw,216107
Stereo Love - UK Radio Edit,Edward Maya,0.803,0.873,-2.976,0.0371,0.0323,0.0322,0.0836,0.728,127.085,6TyXieyAu2z51H6VMPKRI4,155755
In My Mind,Antiloop,0.573,0.981,-7.634,0.0674,0.0034,0.755,0.34,0.0642,141.168,7FhMo3HBdR6CC5PMBVQoN3,208040
All the Tears I've Cried,Dougal,0.407,0.885,-3.289,0.0494,5.56e-05,0.318,0.0878,0.0579,170.022,08NbTZkmgZVCsY5J5y9Hns,342616
Come To Your Senses - Danny L Harle remix,Panda Bear,0.54,0.875,-4.542,0.0453,0.00179,0.791,0.102,0.614,140.904,2kR0SaKJW7bgw2yKviowMc,198173
Circlesong Six,Bobby McFerrin,0.529,0.377,-10.601,0.0337,0.914,0.0,0.16,0.357,111.536,04DJLwJUYNuOynWG3IrIk9,469760
Jam (Turn It Up),Kim Kardashian,0.782,0.828,-5.82,0.0496,0.00462,5.44e-05,0.0973,0.661,127.968,6slnz0q9Peo9Pnok7U51so,275415
Good Time,Paris Hilton,0.63,0.756,-5.077,0.112,0.146,0.0,0.389,0.695,130.096,5zUK6nDsMSfH2inKKJF47q,216533
Flute,Barcode Brothers,0.751,0.88,-6.654,0.0442,0.0038,0.936,0.162,0.399,138.0,5ITn6PS4RODpPjl75qMG1w,284360
"Toccata and Fugue in D minor, BWV 565 (Arr. Stokowski) - Live",Johann Sebastian Bach,0.137,0.356,-14.505,0.0413,0.949,0.896,0.0723,0.119,79.711,4zxhB04hOD0LXvZ3pLUT4e,616067
Holy,Dinamarca,0.791,0.932,-4.881,0.133,0.0584,0.796,0.373,0.743,140.025,3YFZNKOzCm3Xy1mQoqiH65,250624
Fly On The Wings Of Love - Radio Mix,XTM,0.581,0.994,-6.237,0.101,0.0429,0.706,0.333,0.302,137.0,4ltjA843iasZ8e6Hq8UoWL,179200
I'm So Tired,Fugazi,0.328,0.13,-15.094,0.0307,0.892,0.0129,0.122,0.169,78.454,6JgHKt0WwdwlXIht6M0mqa,118933
i'm so tired...,Lauv,0.576,0.736,-7.572,0.224,0.178,0.0,0.238,0.484,101.928,4vjpLMyL3ZO6aphdYr8XYw,162587
Babycakes,3 Of A Kind,0.817,0.719,-6.858,0.0982,0.351,3.33e-06,0.0592,0.838,137.944,0dAn58pe2GWDTlqa2Th4mP,154387
"Music for the Funeral of Queen Mary, Z. 860: Man That Is Born of a Woman",Henry Purcell,0.162,0.00809,-35.196,0.0442,0.967,0.128,0.0678,0.0611,76.721,2zIJiwWWKwvEaxAPiFnn5r,141960
Think Before I Talk,Astrid S,0.776,0.599,-5.588,0.147,0.367,0.0,0.149,0.536,121.997,4lszNcJSaz61QT6gpMhFU1,184909
Crazy Heart,Merely,0.305,0.651,-8.688,0.0336,0.0823,0.0369,0.152,0.0392,89.995,3N8ALUGblyGSZXDePnEfY1,242516
Louboutin,Frenna,0.759,0.625,-7.933,0.191,0.121,0.0,0.0888,0.626,120.112,1nYj5Hv2ON80QokibDMvOE,185834
Tout est bon,DJ Babs,0.563,0.793,-6.435,0.0459,0.0736,0.0,0.0857,0.771,94.256,6ZG4xk2qOHFpwbLL1OVXO1,184843
Vasily,Martin Phipps,0.211,0.28,-17.86,0.0469,0.373,0.872,0.175,0.039,161.826,79mcqvpnIASmHcFUy72Z98,67383
Shanghaied,Hudson Mohawke,0.647,0.686,-8.579,0.0813,0.00909,0.588,0.378,0.155,151.023,4grCJHIil9ejY5sy8unrFD,233572
Is It You - Single Version,Cassie,0.738,0.583,-7.996,0.0506,0.188,0.0215,0.0835,0.493,95.063,7lkQTp7j815mtUuSO9LFzI,237973
"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",Jodi Benson,0.387,0.132,-15.142,0.0386,0.914,0.000707,0.281,0.323,100.0,5J4pDyvjRrYfcgHetKjKSj,195493
36 Oaths,GAIKA,0.539,0.61,-7.376,0.34,0.582,0.0,0.132,0.339,182.622,3TMEe92pfb5tNMAiA1auhW,126593
Origins (Arrival),Vangelis,0.161,0.385,-19.992,0.0435,0.0964,0.929,0.11,0.0343,131.631,78rbLoOsyd5tYWCIrWTdRA,261029
Love X Love,George Benson,0.798,0.534,-12.718,0.0394,0.155,0.0013,0.113,0.848,114.75,1Gnufs5iuI3h5ow29J7tOO,286960
Christe qui lux,John Blitheman,0.217,0.000457,-35.885,0.0513,0.991,0.968,0.106,0.322,112.14,7wL51rYL9slmCnsZkg1xT1,94773
Tamam Tamam,Summer Cem,0.886,0.642,-7.141,0.0995,0.141,0.00427,0.129,0.581,100.015,2eRq2jwsZtb0uGH4qUsvT1,147120
Russia Privet - UK Version,Basshunter,0.663,0.971,-7.29,0.0657,0.0347,0.726,0.172,0.524,135.003,1vvdSt0Q15qMCbo8mkUea2,243027
Minimal Drift,Granular,0.0,0.000216,-19.247,0.0,0.931,0.276,0.603,0.0,0.0,415i8xJTmcHGHRRuODlAnW,218919
Alarm Song,Littlebabyangel,0.239,0.642,-7.01,0.113,0.286,0.00342,0.387,0.34,90.085,4kn0bbJTa962lXzvH0SME6,164073
Scatman (ski-ba-bop-ba-dop-bop),Scatman John,0.65,0.82,-10.9,0.0356,0.0662,0.00272,0.215,0.757,135.982,623rRTKwGmgjH6sjE9uWLh,215973
cowgirl,Sega Bodega,0.589,0.872,-9.826,0.103,0.0156,0.0227,0.133,0.795,144.905,3Y2TJTBoSns9WFuawTYu3t,187862
Burn So Deep Remix (feat. Jimmy Edgar & Dawn Richard),Raito,0.678,0.943,-6.289,0.0334,0.00149,0.877,0.0629,0.365,127.01,1fcjzij6yGlkRhQNTp7Vqz,287244
Don't Go - Original Mix,Awesome 3,0.714,0.979,-4.993,0.0478,0.0639,0.807,0.045,0.963,132.94,7DOgJIDxCOsPYHXQZIuseF,311680
"Music for the Funeral of Queen Mary, Z. 860: Funeral March II",Henry Purcell,0.264,0.0439,-28.72,0.0707,0.959,0.982,0.103,0.102,111.272,7q2UwyLeqmYQu0jL2R23Df,77907
High Let Me Fly,Banshee,0.354,0.623,-10.281,0.0669,0.0485,0.000111,0.0933,0.169,130.131,2aOzAJN5zHPFAryY7G65U9,332947
Judgement Day - Radio Edit,D-Devils,0.678,0.726,-9.233,0.0497,0.0128,0.0376,0.277,0.0462,138.866,6W0bxioaCsNLsRI17IOmIO,204867
Still Life,Toxe,0.751,0.886,-5.089,0.0743,0.253,0.943,0.0762,0.0665,111.054,6YV2ZpwYd6w1mXPvKgSJUR,266751
Song of the Angel,John Tavener,0.066,0.0292,-34.363,0.0558,0.94,0.745,0.152,0.0299,71.521,0fpLezCOQNSFSH4csUgK2X,295667
Rush,Rihanna,0.751,0.822,-4.533,0.164,0.001,0.0022,0.259,0.801,96.967,5NH2an2qR7M6ptHnxTfhP1,189573
Te Amo,Rihanna,0.567,0.707,-5.455,0.0818,0.541,0.000176,0.1,0.751,171.917,4YYHgF9dWyVSor0GtrBzdf,208427
Love Without Tragedy / Mother Mary,Rihanna,0.542,0.66,-6.467,0.0357,0.0747,0.0,0.184,0.154,127.891,7JpsDefhsnsWn1P6cYfzMr,418867
Needed Me,Rihanna,0.671,0.314,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,4pAl7FkDMNBsjykPXo91B3,191600
Sell Me Candy,Rihanna,0.653,0.909,-5.059,0.196,0.142,0.0,0.0365,0.72,85.318,4jfHNGbzF5EGAD3iET0lsd,165133
Umbrella,Rihanna,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,49FYlytm3dAAraYgpoJZux,275987
Don't Stop The Music,Rihanna,0.835,0.669,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,0ByMNEPAPpOR5H69DVrTNy,267080
Cartier,Dopebwoy,0.849,0.778,-5.443,0.217,0.0358,1.43e-06,0.126,0.634,126.842,6zcSWREy1vcJ4aWt7bzBW3,232422
Boy Next Door,GFOTY,0.593,0.686,-10.222,0.0465,0.00948,0.0658,0.174,0.322,135.031,1vaTXnSWv7IgupzHO9ySZc,192000
I Trusted You,Alice Glass,0.404,0.52,-10.313,0.0899,0.219,0.000221,0.148,0.0375,131.828,7DH2NtZkEcaHNNWSnGoAhL,149091
Who Am I? (feat. Bugzy Malone),Kojo Funds,0.756,0.764,-3.837,0.229,0.0946,0.0,0.0909,0.642,132.073,6jmuzJIkp31AMa2n4W3XSm,191260
Seacht Suáilcí Na Maighdine Muire,Aoife Ni Fhearraigh,0.165,0.266,-14.111,0.0359,0.949,7.77e-06,0.116,0.0713,85.04,4EUP6xskTm22ROWezwjN35,279600
More Than A Woman,Kelly Lee Owens,0.638,0.728,-7.53,0.0645,0.0125,0.477,0.198,0.403,87.992,2CVvEYyp6fzrlRNslk53Hd,200953
The Sun's Gone Dim and the Sky's Turned Black,Jóhann Jóhannsson,0.118,0.2,-12.689,0.0382,0.819,0.781,0.0975,0.0572,73.378,2wA8cQwmSw0eVVhOfNRDuZ,340880
The Black Page Drum Solo/Black Page #1,Frank Zappa,0.388,0.765,-10.567,0.218,0.00886,0.0194,0.359,0.429,81.225,1wfkwHPoYsb6jXZDjax5eW,230520
Rerendered,Simon Steen-Andersen,0.525,0.324,-16.913,0.401,0.634,0.0384,0.114,0.171,73.464,7kTIeKxTXkMp6HeDfjjKV9,520560
Dancer in a Daydream,Ace of Base,0.65,0.821,-8.997,0.0301,0.000449,0.587,0.119,0.96,119.073,56r15mfaTXZoGEYBe2FHur,221000
"Oedipus (1692), Z. 583)",Henry Purcell,0.23,0.0408,-25.502,0.0446,0.988,0.0185,0.0815,0.123,81.641,2tl2VoNYJtONQs61jGO4eU,245200
Touch Me - Flava D Remix,Eva Tolkin,0.703,0.843,-8.292,0.132,0.08,0.661,0.0706,0.806,130.141,1yVvNvFG2kBt2lC71Zk9Pu,286154
Cambodia,Vorwerk,0.672,0.826,-5.963,0.0399,0.0104,0.885,0.255,0.036,140.034,6qW9UWOSAjdc30mrW9GRKm,212773
Syncope,Steve Hauschildt,0.54,0.659,-14.257,0.0346,0.429,0.885,0.15,0.4,126.001,2XFC4DAlV324BKpUwjl4UD,324899
Night School,Frank Zappa,0.259,0.715,-11.966,0.0445,0.00758,0.0237,0.0744,0.436,119.978,6JOSrjAwtkMWXm7quBdyGm,290587
Intro,ETM,0.3,0.81,-12.728,0.0604,0.0485,0.885,0.107,0.178,108.65,5GAtf1fe8dn05VTnnHsSpr,162213
X-RAY,Tommy Cash,0.49,0.91,-5.136,0.167,0.00107,3.7e-05,0.311,0.261,160.031,6EyFNA4x4aYBHVEzu7f1WW,228302
Jana Gana Mana,A.R. Rahman,0.446,0.228,-13.369,0.0296,0.608,0.408,0.105,0.0636,127.946,1RRaPRjn9u9NXZ7Nco5PYz,107747
Sweet but Psycho,Ava Max,0.72,0.706,-4.719,0.0473,0.0684,0.0,0.166,0.62,133.002,7DnAm9FOTWE3cUvso43HhI,187436
Boadicea,Enya,0.22,0.057,-21.724,0.0413,0.959,3.14e-05,0.108,0.142,151.96,43AiEY2ztKnsFLKM7CCHBk,207707
O lux beata Trinitas,Christopher Tye,0.128,0.0633,-19.141,0.0394,0.752,0.577,0.0919,0.11,91.267,3w6g63Sc6HozsK8LMFwhYl,164164
Human Nature (2022 Remaster),Miles Davis,0.656,0.32,-15.261,0.0348,0.495,0.0614,0.0765,0.573,91.368,25e6EHX8YyC5hsaipxdHCz,269800
Habitual Love,Okay Kaya,0.775,0.327,-13.635,0.032,0.743,0.287,0.091,0.458,95.036,5JOnQCQ9OGn7hY23aCkdlL,198960
1999 - Kaycee Radio Edit,Binary Finary,0.642,0.837,-9.604,0.0339,0.0195,0.772,0.192,0.668,134.019,6o8TYbO9apASEjIIp12ai6,188640
Topanga,Trippie Redd,0.755,0.615,-8.245,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,5aXgz1oKK8Q9z9xvTmSnrO,215364
Told You So,Little Mix,0.666,0.432,-5.335,0.0375,0.36,0.0,0.0703,0.592,97.035,3Mvd9KPeMf2YQa1MiQGKmV,192853
Aerial / Paperbags,Scintii,0.165,0.287,-9.941,0.0337,0.677,0.0903,0.0995,0.0513,131.075,2nvTJbyIICxuGzOCXV3jbI,300923
Surf Session,Moondog,0.306,0.921,-10.498,0.502,0.693,0.623,0.152,0.613,84.051,6s5ObKZSyybTlCdrzs9qmS,415533
"French Suite No. 1 in D Minor, BWV 812: 1. Allemande",Johann Sebastian Bach,0.322,0.301,-18.834,0.0413,0.767,0.0119,0.109,0.904,129.064,7du4n6MD8EPGY6gadTZSbj,91760
Play Destroy,Poppy,0.531,0.936,-3.975,0.0786,0.00284,0.000173,0.665,0.556,120.057,3X3FzrA32EbYvu3n3526w4,185279
Graces,Moonshine,0.384,0.514,-9.445,0.135,0.331,4.26e-06,0.169,0.151,68.967,6lFXPTrji6xj1kvuv3u5c3,150857
Morning Splendor,Pauline Anna Strom,0.164,0.281,-13.549,0.0362,0.979,0.92,0.113,0.214,173.913,5BfnCpWSG8cirVL9FNUDzz,362773
Tri Poloski,Davay,0.711,0.967,-8.206,0.0943,0.0254,3.65e-05,0.0676,0.966,164.994,1mNSomylino1Hoaw3MzCC8,125125
Just So You Know,American Head Charge,0.499,0.794,-6.383,0.0447,0.000687,0.00407,0.432,0.212,95.024,07TwX5DB1dq9tJ1L7z77qb,331600
An Ending (Ascent) - Remastered 2005,Brian Eno,0.257,0.0906,-25.381,0.07,0.932,0.985,0.0786,0.0451,67.46,1vgSaC0BPlL6LEm4Xsx59J,266200
"Nocturne, Op. 60: 1. On a Poet's lips I slept",Benjamin Britten,0.093,0.0109,-33.977,0.0491,0.906,1.15e-06,0.346,0.0366,80.968,5EE5ZTlWMVq7ygSJ3ZlQAA,267333
Tu Me Manques,Okay Kaya,0.243,0.0884,-18.325,0.0397,0.942,0.343,0.0919,0.0908,79.391,5jtVwwudFylRvCGrG4CbIm,60067
If I Had Words - Version One,Nigel Westlake,0.558,0.55,-7.399,0.118,0.32,0.000257,0.167,0.877,109.531,2M9jRVvBzmKuWsB9CfbTSR,172867
Honey Island,Toxe,0.813,0.415,-5.938,0.0377,0.156,0.122,0.135,0.748,119.945,3966CMH4clRChhZa36HQHi,130125
when the party's over,Billie Eilish,0.367,0.111,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,43zdsphuZLzwA9k4DJhU0I,196077
Let You Love Me,Rita Ora,0.531,0.854,-3.149,0.198,0.288,0.0,0.0773,0.456,94.419,6xtcFXSo8H9BZN637BMVKS,190000
STARGAZING,Travis Scott,0.487,0.789,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,7wBJfHzpfI3032CSD7CE2m,270715
Stamp On The Ground,ItaloBrothers,0.635,0.827,-7.541,0.0583,0.211,0.00719,0.0947,0.272,149.974,2KgCPRTAECwNbJG1uYdfjl,197962
Can't Help Falling in Love,Elvis Presley,0.396,0.293,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307,44AyOl4qVkzS48vBsbNXaC,182360
Joanna,Allexinno,0.715,0.769,-2.767,0.0332,0.0678,0.0275,0.131,0.511,127.999,3rKDs5jEc1wT3pk3kZANvY,200056
Honey - Single Edit,Robyn,0.61,0.621,-8.159,0.0779,0.0216,0.000176,0.119,0.0824,115.975,0Kme9ojMj3FlDBt4r11kmj,231083
Up Middle Finger,Oxide & Neutrino,0.811,0.676,-9.522,0.0642,0.0785,0.00383,0.936,0.425,134.006,6EhN3DxLOZl1KzeYy3bMsl,331413
"Ten Sonatas In Four Parts: Sonata No. 8 In G Minor, Z.809: III. Grave",Henry Purcell,0.182,0.0396,-18.585,0.0381,0.828,0.918,0.186,0.0689,80.803,1DfPtxCVuJgbqCCttbfauP,30800
Tell Me Texas,True Blue,0.662,0.588,-7.298,0.0358,0.0421,0.0032,0.278,0.817,83.0,6qKSBmnxhOPh9PMRufA3Ds,180617
Your Love - Remastered,The Prodigy,0.679,0.856,-4.748,0.0373,0.0118,0.719,0.093,0.569,136.908,5063IfL6M32gbdT837sScm,363467
"Fine I, Op. 55",Jón Leifs,0.0642,0.0226,-28.19,0.0462,0.833,0.93,0.0704,0.0301,72.74,4sdUtHBGNvkRLtGdXGSYIA,259840
"Suite No. 7 in D Minor, Z. 668: I. Improvised Prelude",Henry Purcell,0.224,0.126,-27.359,0.0438,0.884,0.972,0.0874,0.39,94.342,1XUj44Z64AaDnqto2vMAiS,30307
Mia Khalifa,iLOVEFRiDAY,0.812,0.525,-8.798,0.124,0.255,0.0,0.325,0.564,145.016,3B9vJvi2Z6ws4wjNTQMYAc,177133
The Sunshine State,Farrah Abraham,0.632,0.724,-6.101,0.0874,0.504,0.0807,0.408,0.471,138.472,3psExFmkwURnOeOLNZZCNX,104491
"Le voci sottovetro: Moro, lasso (After C. Gesualdo)",Salvatore Sciarrino,0.116,0.0153,-24.464,0.0427,0.978,0.00642,0.117,0.0377,83.871,1618cqEEGuNaiqCCMUbcQC,290560
raindrops (an angel cried),Ariana Grande,0.336,0.231,-6.217,0.0497,0.942,0.0,0.188,0.429,168.685,0v2LUO8oTHnkjQ8MmKuXyk,37640
In Seven Days: vii. Contemplation,Thomas Adès,0.38,0.0151,-26.163,0.0276,0.369,0.551,0.109,0.0381,78.038,0qAKn06RfHJTeikSFYqH1h,113107
Elastic,Joey Purp,0.966,0.435,-4.944,0.0674,0.0604,0.22,0.0511,0.561,111.16,4MAADpR6MjelkaZqe3Mgnv,126386
Overprotected - Radio Edit,Britney Spears,0.682,0.894,-1.73,0.0727,0.0381,0.0,0.416,0.845,95.992,5p0KCAuu5nrHpTuAIhHdLw,198600
STOP TRYING TO BE GOD,Travis Scott,0.588,0.567,-3.738,0.0628,0.221,0.0,0.135,0.113,150.009,1xYpVRspgaLxdJLOTQkTjg,338438
"Canon 1b, Fast immer zart und still",Hans Abrahamsen,0.307,0.237,-13.589,0.0434,0.745,0.642,0.358,0.111,76.029,4Ovadhy71Ah0hbO8RKQ9Zc,553307
Night Time - Danny L Harle Remix,Superorganism,0.473,0.799,-6.253,0.0518,0.00257,1.1e-05,0.107,0.0695,137.073,0CaVS2uwYUv84UsR7ZXZ2S,201641
The Lonely One,Alice Deejay,0.5,0.972,-4.078,0.0653,0.00277,0.00405,0.185,0.408,139.988,2pCY9je7WzYmPDM9DvYE9V,197050
Turning Ground,Caroline Lavelle,0.309,0.229,-18.258,0.0315,0.865,0.883,0.118,0.0382,200.702,1B53Uecac30G7cQzrm4jR4,283266
Vibras,J Balvin,0.53,0.189,-7.934,0.0824,0.551,0.084,0.122,0.119,209.08,2EEjiKbE4pAjX49TrBzw1X,66227
Got 2 Luv U (feat. Alexis Jordan),Sean Paul,0.605,0.793,-3.084,0.297,0.0825,0.0,0.124,0.647,184.032,62pSYErgGri97X9aIyBzHm,196640
Bye Bye Love,The Everly Brothers,0.547,0.523,-9.176,0.0572,0.724,0.0,0.103,0.89,169.598,6oRHRkQigTzJ3KwpO3XOV6,142907
Mo Bamba,Sheck Wes,0.729,0.625,-5.266,0.0315,0.194,0.00986,0.248,0.261,146.034,1xzBco0xcoJEDXktl7Jxrr,183907
Coupure Électrique,Britney Spears,0.771,0.463,-8.932,0.0425,0.689,0.00487,0.195,0.492,110.035,4j5YzAphVCaOIgEWsenWlx,140840
Crab Rave,Noisestorm,0.768,0.933,-2.95,0.0385,0.206,0.915,0.0833,0.245,124.996,4qDHt2ClApBBzDAvhNGWFd,161280
Ramenez la coupe à la maison,Vegedream,0.808,0.661,-6.237,0.0395,0.0358,0.0,0.138,0.804,107.992,1m0UFnuTktOkksvjbF9z0m,235556
Castello : Sonata X,Dario Castello,0.195,0.126,-16.941,0.042,0.886,0.00466,0.0864,0.0945,170.055,2YLJGLPcQ5sitneabdBDVr,391866
violvoic,Autechre,0.573,0.545,-8.782,0.162,0.0193,0.255,0.31,0.122,120.172,4cp8aHIJj617CGKc6m0dfz,900709
Cry Me a River,Justin Timberlake,0.624,0.654,-6.582,0.183,0.577,0.0,0.104,0.564,73.898,7Lf7oSEVdzZqTA0kEDSlS5,288333
PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,0.657,0.685,-5.735,0.0849,0.0931,0.0257,0.0922,0.407,164.555,0qKxqVcFCMmrjjvIgjjEE6,193138
Yona 1.1 (feat. Yona),Ash Koosha,0.386,0.337,-10.863,0.0586,0.852,0.00015,0.103,0.343,134.416,1kJsEFWPMFXg3XkNGqOcWg,153600
Tainted Love - Single Version,Gloria Jones,0.516,0.684,-5.659,0.0797,0.652,0.0,0.685,0.84,161.167,0BbA7S30mOQB94e4IBnqCt,131160
All The Stars (with SZA),Kendrick Lamar,0.698,0.633,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,3GCdLUSnKSMJhs4Tj6CV3s,232187
All My Time,Mechatok,0.453,0.722,-10.206,0.0341,0.0219,0.89,0.278,0.432,92.812,7wYWDOEnvyKerKRmTHU8rU,220905
Pari intervallo (Arr. C. & G. Schönfeldinger for Glass Harmonica & Verrophone) [Live],Arvo Pärt,0.143,0.0286,-24.565,0.0483,0.981,0.944,0.0804,0.0352,75.411,7wDXMsZfct6TT0TOWDGNIG,295150
Blue Angel - Superorganism Remix,Danny L Harle,0.698,0.786,-5.331,0.15,0.0436,0.0,0.918,0.583,130.063,5rJAFZFH8g9YNKtJeZpPTH,173816
"Matto, caldo, soldi, morto...girotondo","Ennio Morricone, Edda e i Cantori Moderni di Alessandroni",0.239,0.466,-9.247,0.0298,0.742,0.821,0.135,0.104,137.404,6aYb4rAp6yu2BZDY2YaPhK,290787
known(1),Autechre,0.455,0.505,-11.893,0.0274,0.155,0.583,0.141,0.089,167.979,3D4MFqv1yjHj2YTZ8ViktH,282560
Ligeti: Piano Etudes [Book One]: II. Cordes à vide,György Ligeti,0.365,0.0332,-25.054,0.0359,0.985,0.885,0.0769,0.0355,131.894,3te67A8JsmBOGukQHvITZY,211667
Trip to Your Heart,Britney Spears,0.679,0.813,-5.237,0.295,0.0621,0.0,0.272,0.642,125.033,2qbhijQG7phGVHkPt22fTP,213773
In My Mind,Dynoro,0.694,0.77,-5.335,0.149,0.176,1.1e-05,0.118,0.163,125.905,0E9ZjEAyAwOXZ7wJC0PD33,184560
Project Cybersyn,Ross from Friends,0.8,0.536,-7.601,0.386,0.0156,0.024,0.126,0.284,125.982,39L1ci8l2THU5Nh1dbBIrM,309355
Mi Loca,Heidy Brown,0.957,0.69,-3.054,0.296,0.0271,0.07,0.335,0.744,118.001,6ZEwG4xyIqTKnIyOGsv0Gc,144485
No Angel,Charli XCX,0.746,0.711,-5.318,0.0512,0.0182,0.0,0.06,0.517,98.032,4neipBD8hA1q2g1FS9hgAC,186694
Everywhere,Michelle Branch,0.523,0.828,-4.696,0.0762,0.0136,0.000255,0.165,0.476,96.952,1u0l8zWpQeMYStFkc2mLD7,214827
Take Yo Man,City Girls,0.772,0.787,-2.8,0.0737,0.00142,0.0,0.617,0.631,98.011,5aOpKCKguEnViGOKZxZern,176308
Fine Girl,ZieZie,0.867,0.509,-4.884,0.0918,0.0295,0.0,0.0424,0.684,100.998,2H9zpvV33I48HE5jnNvWVB,163001
All About You - Original Mix,Scott Brown,0.513,0.992,-3.075,0.114,0.00236,0.0336,0.317,0.365,169.954,1PGbCbiD4Tkg8SE9N3AOQS,366666
Knocking At Your Door,Busy Signal,0.636,0.753,-6.342,0.38,0.448,0.0,0.285,0.755,128.451,0Yfn3Y20WHJ4qsY5UznuyM,198440
no tears left to cry,Ariana Grande,0.699,0.713,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993,2qT1uLXPVPzGgFOx4jtEuo,205920
Stronger,Britney Spears,0.707,0.923,-3.957,0.0521,0.128,0.000437,0.273,0.842,108.049,5QhBKPqsnX1uY9fZNaAtZg,203000
"Il ritorno d'Ulisse in patria: ACT I, Scene 3, ""Fermino i sibili"" (Nereidi)",Claudio Monteverdi,0.277,0.0963,-18.044,0.0425,0.929,1.52e-05,0.217,0.0752,114.283,1IzwfUMIkvuMx521vg9MGY,112400
"Adès: Violin Concerto, Op. 23 ""Concentric Paths"": I. Rings",Thomas Adès,0.318,0.228,-17.061,0.0489,0.942,0.115,0.121,0.0623,108.783,1sj5JSeyaPs1fwOV6wQnPr,240053
"Try Everything - aus ""Zoomania""",Shakira,0.704,0.598,-4.922,0.0309,0.0283,0.0,0.106,0.472,115.483,4DEuHSNytLmOz75w8vFpga,196707
What's It Gonna Be?! (feat. Janet Jackson),Busta Rhymes,0.797,0.934,-4.507,0.0926,0.204,0.0,0.119,0.519,116.438,0FpLfrOyHblbDlHUsrPN1N,324400
