danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.739,0.677,-4.642,0.0502,0.0101,0.0454,0.0483,0.488,123.99,5UkGTxXOzeQgQmQknAYooV,255484
0.418,0.126,-18.577,0.034,0.784,0.832,0.0807,0.228,74.253,67BBamyXyAaWjHtJwEBPDa,227427
0.759,0.621,-5.233,0.0866,0.508,4.49e-05,0.265,0.612,120.053,14BPKhtTkVVTwSfWslRJW9,219493
0.754,0.939,-1.953,0.0387,0.124,0.00281,0.293,0.853,122.006,5rUBXQtJibSHwjCbEUcQmq,175082
0.475,0.667,-5.477,0.0358,0.1,0.000105,0.0513,0.0995,132.126,6aJVSu9oPmRIgw8xPT66wV,212640
0.153,0.0104,-37.655,0.0426,0.982,0.916,0.0894,0.275,130.524,2XqvLbQiIGzVHSDGeKynlc,130653
0.588,0.325,-14.823,0.0337,0.892,0.52,0.101,0.545,93.909,5yc2APVVniRhfzEEdhVh7x,197640
0.493,0.977,-4.718,0.0541,0.0355,0.145,0.0815,0.346,100.036,5gVJk9pRLZc2x9WDrTj39A,212640
0.284,0.457,-9.239,0.0382,0.0817,0.0,0.413,0.293,86.88,15E2P2ToSLNnZvcOEQra6a,153787
0.481,0.648,-8.779,0.17,0.41,0.742,0.102,0.111,134.144,45KsTd0ZqKlgw0fNc8oyC5,216913
0.548,0.482,-5.5,0.259,0.046,0.177,0.117,0.184,60.352,7CGeuhEwxg4edNO5eLLCxm,217401
0.295,0.0302,-22.016,0.0468,0.994,0.011,0.0659,0.183,169.874,7hy2ImFgfUAZGY7VSxuvjh,255827
0.392,0.955,-5.088,0.0579,0.00482,0.00506,0.211,0.17,173.947,6ic1jTfNh3kSa7WtyFqJdS,171507
0.683,0.607,-10.666,0.118,0.00724,0.892,0.116,0.147,170.098,6wEdrAyiVEj6ltiwnMW9Bu,161000
0.785,0.641,-4.25,0.0276,0.588,0.0,0.325,0.648,95.987,1Z9mxI875EJS1mJrF7ho8Y,242992
0.567,0.765,-4.107,0.108,0.317,0.0,0.14,0.541,121.924,5naYe7rLMZcLfO1DKg48MK,169467
0.441,0.392,-12.032,0.0333,0.456,8.72e-06,0.163,0.16,115.531,0mr11BVGZ9AAy24whnsQu1,238467
0.621,0.873,-3.067,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,5hM5arv9KDbCHS0k9uqwjr,237800
0.685,0.939,-5.103,0.353,0.192,0.905,0.141,0.151,107.193,18yL4bA4bp6znXi73W6dg6,160769
0.142,0.256,-16.03,0.0447,0.882,3.18e-06,0.365,0.11,179.208,6xemJUeG7BV9RA5eYUx8iH,131760
0.427,0.757,-6.16,0.0316,6.99e-06,0.956,0.7,0.216,139.972,5FvmQaAXYjjBtdOpe8SgQO,289976
0.402,0.557,-12.786,0.0358,0.0904,0.883,0.173,0.648,130.5,1sxRufRKMer2iOqxUkdhN4,606160
0.561,0.749,-5.364,0.0381,0.116,0.00879,0.112,0.254,94.971,4msep1zKokoPGNXinFiUSY,217853
0.794,0.645,-7.926,0.0981,0.00079,0.903,0.0487,0.141,131.973,6Lg1GvSIe1Tr1EHsM76aEj,213440
0.882,0.689,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,2qG5sZ7Si6sdK74qLxedYM,161627
0.476,0.459,-9.585,0.0307,0.205,0.156,0.0796,0.677,130.459,3OU1D370fLnkVV1vl3APh0,47613
0.789,0.335,-9.625,0.0355,0.767,0.00746,0.104,0.595,100.025,5vOMYxa5kI4yc6fH7hV3qP,229548
0.179,0.159,-15.269,0.0374,0.99,0.0262,0.0848,0.0397,107.669,2IUx6lsnqeB21yvauEHN5A,211773
0.163,0.1,-25.62,0.0398,0.993,0.59,0.1,0.0335,131.071,2RVewNPfueZ2vopns0YN4Z,194280
0.602,0.847,-5.998,0.0588,0.00887,0.0308,0.0622,0.0871,138.037,2jAjkmZIKwV5VOBiZ3qUUL,235200
0.648,0.403,-15.677,0.0422,0.242,0.841,0.145,0.238,121.867,1xy53q4YBlrjITp2ER0uRN,354642
0.776,0.568,-6.419,0.125,0.0204,1.69e-05,0.078,0.749,150.901,7cLm450e9XaPrEZTSTsfwU,194526
0.658,0.96,-6.251,0.0474,0.066,1.38e-05,0.154,0.961,136.005,3hVq58fi4oFSlf5LxnAOgA,205000
0.175,0.0273,-27.027,0.0434,0.948,0.876,0.0499,0.0397,116.461,71pIVToleCdWgHNdgwTeEb,463627
0.086,0.362,-8.932,0.0347,0.636,0.404,0.106,0.089,71.398,6f4itfvWzS59Qu7JWorhxn,353732
0.308,0.121,-22.404,0.0392,0.943,0.948,0.0862,0.128,80.485,2D2d6XAFOZXX60ilVwgYFR,190813
0.978,0.481,-7.51,0.242,0.00785,0.643,0.0903,0.197,124.998,5n4uWPmWMbg4XLzrkck25e,294874
0.679,0.813,-3.367,0.199,0.122,2.83e-06,0.263,0.584,136.067,6qyz1KOlGJsKYJ4ZsRmRSD,190786
0.658,0.852,-9.058,0.0493,0.00567,0.000484,0.341,0.73,92.346,6Wux9SSXcUdgwG7TItGTJz,248491
0.384,0.0414,-23.019,0.0378,0.992,0.897,0.0684,0.0618,71.224,5Pl2CXDkaP6WEnJ0bpKGOm,326520
0.682,0.559,-5.545,0.127,0.174,0.0,0.344,0.137,202.015,3j84U36KvLeXNDPv4t5pI8,192471
0.81,0.323,-13.071,0.0906,0.00897,0.871,0.0558,0.59,100.008,34psbLiYloOZpfjzZghRjx,193000
0.527,0.964,-5.966,0.0439,2.81e-05,0.804,0.154,0.735,154.829,37TDx6kfvk3ckBWfqXU9dN,358377
0.664,0.191,-16.311,0.0706,0.926,0.0,0.186,0.468,113.179,0kQGQHSnNZqYEIPVMaZgCx,118773
0.69,0.734,-6.377,0.0316,0.0933,0.00531,0.137,0.459,124.033,18uOcUO5mNEYHHigeXPgQM,159013
0.395,0.0484,-19.062,0.0575,0.994,0.0319,0.0822,0.461,135.872,7pdGGME0X4wpW0qGv9snOk,344265
0.708,0.738,-9.509,0.0422,0.0678,0.0928,0.354,0.545,160.554,4fHug3zCanK33sdvticISi,300227
0.847,0.579,-5.314,0.0719,0.0268,0.0545,0.102,0.569,137.998,5Il6Oe7lr5XM7A0cWbVQtr,267107
0.518,0.938,-5.964,0.0416,0.021,0.000305,0.288,0.71,139.138,6fybp4N6eW3bsFAvARxyVe,227800
0.398,0.284,-12.852,0.0337,0.966,8.57e-05,0.116,0.114,109.599,0dRhSF9LV0HR8Jwd3MMMKJ,230307
0.238,0.0737,-24.109,0.0546,0.994,0.131,0.0515,0.1,119.0,5jlEc6MceTTBMqaN2AxLQq,271040
0.498,0.795,-5.992,0.0444,0.00482,5.37e-05,0.124,0.762,172.564,0aqRkWPAL9BGCvvdSiXaE9,207307
0.693,0.782,-4.657,0.049,0.357,1.26e-05,0.164,0.816,177.947,0ul4jbh0n8U5tNpk6Spp74,197191
0.491,0.523,-9.417,0.592,0.155,0.0,0.405,0.243,73.79,6f6xUMBUrXYK3JrlXXCm3R,323307
0.545,0.989,-5.843,0.0595,9.18e-05,0.709,0.592,0.377,134.642,1g88xYcD9XzOyS8tLPMqrb,246000
0.549,0.03,-16.755,0.0799,0.877,0.0,0.0893,0.344,102.464,65yU9EwZHSFalnllqtmOJ6,166893
0.893,0.762,-4.608,0.358,0.0674,0.0,0.0467,0.835,129.909,3FKg7SoRjWBmdsXmKuXVnA,186469
0.584,0.857,-6.725,0.0302,0.00289,0.0143,0.359,0.509,135.997,3jjhHmTYb7t0mFCTiDg0Kg,232467
0.606,0.955,-9.857,0.0462,0.115,0.0547,0.15,0.285,125.007,67Hp634KZbo9B5WMsJOalE,330533
0.347,0.413,-12.904,0.0346,0.745,0.00778,0.705,0.231,96.306,0FN4yMM8vhSwVkJu3CLtB4,196587
0.78,0.771,-9.461,0.0381,0.000957,0.537,0.0802,0.749,122.993,6lXmPzvaxcMwFNDyLlC7xF,353874
0.45,0.12,-14.794,0.039,0.984,0.0392,0.13,0.202,94.894,1k0P3hB4PJLrZisvy8Kpuy,148693
0.222,0.88,-8.335,0.258,0.619,0.885,0.656,0.0778,95.126,4gCjTD3RUyI6yOKGRiko5Q,488081
0.202,0.151,-15.494,0.0361,0.992,0.000321,0.153,0.113,126.226,6g2i3N5a0qSuy0wsdjJ4C5,135920
0.702,0.433,-16.928,0.946,0.485,0.0,0.45,0.319,165.996,0Cfy5Kh2NZIOZv7rtOizPa,20840
0.691,0.749,-5.498,0.0457,0.0559,0.641,0.0695,0.95,140.121,4FEQjZ3mpJcWUbA2igbdLh,205013
0.926,0.4,-9.75,0.633,0.00921,2.47e-05,0.109,0.378,120.992,0U0DggJOVTSXqI01e0xegS,102243
0.669,0.397,-7.948,0.0341,0.47,0.00899,0.0949,0.293,117.895,7pLfRDllsqkin2JgOmPT8H,200640
0.3,0.0985,-23.111,0.043,0.951,0.00168,0.543,0.0767,82.028,0pACO4CPs0OXgSPjgq5vqL,76440
0.56,0.746,-5.666,0.0493,0.00323,2.06e-05,0.174,0.493,127.891,4xtUtXfLUWBXU8E92i3Yhw,216107
0.803,0.873,-2.976,0.0371,0.0323,0.0322,0.0836,0.728,127.085,6TyXieyAu2z51H6VMPKRI4,155755
0.573,0.981,-7.634,0.0674,0.0034,0.755,0.34,0.0642,141.168,7FhMo3HBdR6CC5PMBVQoN3,208040
0.407,0.885,-3.289,0.0494,5.56e-05,0.318,0.0878,0.0579,170.022,08NbTZkmgZVCsY5J5y9Hns,342616
0.54,0.875,-4.542,0.0453,0.00179,0.791,0.102,0.614,140.904,2kR0SaKJW7bgw2yKviowMc,198173
0.529,0.377,-10.601,0.0337,0.914,0.0,0.16,0.357,111.536,04DJLwJUYNuOynWG3IrIk9,469760
0.782,0.828,-5.82,0.0496,0.00462,5.44e-05,0.0973,0.661,127.968,6slnz0q9Peo9Pnok7U51so,275415
0.63,0.756,-5.077,0.112,0.146,0.0,0.389,0.695,130.096,5zUK6nDsMSfH2inKKJF47q,216533
0.751,0.88,-6.654,0.0442,0.0038,0.936,0.162,0.399,138.0,5ITn6PS4RODpPjl75qMG1w,284360
0.137,0.356,-14.505,0.0413,0.949,0.896,0.0723,0.119,79.711,4zxhB04hOD0LXvZ3pLUT4e,616067
0.791,0.932,-4.881,0.133,0.0584,0.796,0.373,0.743,140.025,3YFZNKOzCm3Xy1mQoqiH65,250624
0.581,0.994,-6.237,0.101,0.0429,0.706,0.333,0.302,137.0,4ltjA843iasZ8e6Hq8UoWL,179200
0.328,0.13,-15.094,0.0307,0.892,0.0129,0.122,0.169,78.454,6JgHKt0WwdwlXIht6M0mqa,118933
0.576,0.736,-7.572,0.224,0.178,0.0,0.238,0.484,101.928,4vjpLMyL3ZO6aphdYr8XYw,162587
0.817,0.719,-6.858,0.0982,0.351,3.33e-06,0.0592,0.838,137.944,0dAn58pe2GWDTlqa2Th4mP,154387
0.162,0.00809,-35.196,0.0442,0.967,0.128,0.0678,0.0611,76.721,2zIJiwWWKwvEaxAPiFnn5r,141960
0.776,0.599,-5.588,0.147,0.367,0.0,0.149,0.536,121.997,4lszNcJSaz61QT6gpMhFU1,184909
0.305,0.651,-8.688,0.0336,0.0823,0.0369,0.152,0.0392,89.995,3N8ALUGblyGSZXDePnEfY1,242516
0.759,0.625,-7.933,0.191,0.121,0.0,0.0888,0.626,120.112,1nYj5Hv2ON80QokibDMvOE,185834
0.563,0.793,-6.435,0.0459,0.0736,0.0,0.0857,0.771,94.256,6ZG4xk2qOHFpwbLL1OVXO1,184843
0.211,0.28,-17.86,0.0469,0.373,0.872,0.175,0.039,161.826,79mcqvpnIASmHcFUy72Z98,67383
0.647,0.686,-8.579,0.0813,0.00909,0.588,0.378,0.155,151.023,4grCJHIil9ejY5sy8unrFD,233572
0.738,0.583,-7.996,0.0506,0.188,0.0215,0.0835,0.493,95.063,7lkQTp7j815mtUuSO9LFzI,237973
0.387,0.132,-15.142,0.0386,0.914,0.000707,0.281,0.323,100.0,5J4pDyvjRrYfcgHetKjKSj,195493
0.539,0.61,-7.376,0.34,0.582,0.0,0.132,0.339,182.622,3TMEe92pfb5tNMAiA1auhW,126593
0.161,0.385,-19.992,0.0435,0.0964,0.929,0.11,0.0343,131.631,78rbLoOsyd5tYWCIrWTdRA,261029
0.798,0.534,-12.718,0.0394,0.155,0.0013,0.113,0.848,114.75,1Gnufs5iuI3h5ow29J7tOO,286960
0.217,0.000457,-35.885,0.0513,0.991,0.968,0.106,0.322,112.14,7wL51rYL9slmCnsZkg1xT1,94773
0.886,0.642,-7.141,0.0995,0.141,0.00427,0.129,0.581,100.015,2eRq2jwsZtb0uGH4qUsvT1,147120
0.663,0.971,-7.29,0.0657,0.0347,0.726,0.172,0.524,135.003,1vvdSt0Q15qMCbo8mkUea2,243027
0.0,0.000216,-19.247,0.0,0.931,0.276,0.603,0.0,0.0,415i8xJTmcHGHRRuODlAnW,218919
0.239,0.642,-7.01,0.113,0.286,0.00342,0.387,0.34,90.085,4kn0bbJTa962lXzvH0SME6,164073
0.65,0.82,-10.9,0.0356,0.0662,0.00272,0.215,0.757,135.982,623rRTKwGmgjH6sjE9uWLh,215973
0.589,0.872,-9.826,0.103,0.0156,0.0227,0.133,0.795,144.905,3Y2TJTBoSns9WFuawTYu3t,187862
0.678,0.943,-6.289,0.0334,0.00149,0.877,0.0629,0.365,127.01,1fcjzij6yGlkRhQNTp7Vqz,287244
0.714,0.979,-4.993,0.0478,0.0639,0.807,0.045,0.963,132.94,7DOgJIDxCOsPYHXQZIuseF,311680
0.264,0.0439,-28.72,0.0707,0.959,0.982,0.103,0.102,111.272,7q2UwyLeqmYQu0jL2R23Df,77907
0.354,0.623,-10.281,0.0669,0.0485,0.000111,0.0933,0.169,130.131,2aOzAJN5zHPFAryY7G65U9,332947
0.678,0.726,-9.233,0.0497,0.0128,0.0376,0.277,0.0462,138.866,6W0bxioaCsNLsRI17IOmIO,204867
0.751,0.886,-5.089,0.0743,0.253,0.943,0.0762,0.0665,111.054,6YV2ZpwYd6w1mXPvKgSJUR,266751
0.066,0.0292,-34.363,0.0558,0.94,0.745,0.152,0.0299,71.521,0fpLezCOQNSFSH4csUgK2X,295667
0.751,0.822,-4.533,0.164,0.001,0.0022,0.259,0.801,96.967,5NH2an2qR7M6ptHnxTfhP1,189573
0.567,0.707,-5.455,0.0818,0.541,0.000176,0.1,0.751,171.917,4YYHgF9dWyVSor0GtrBzdf,208427
0.542,0.66,-6.467,0.0357,0.0747,0.0,0.184,0.154,127.891,7JpsDefhsnsWn1P6cYfzMr,418867
0.671,0.314,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,4pAl7FkDMNBsjykPXo91B3,191600
0.653,0.909,-5.059,0.196,0.142,0.0,0.0365,0.72,85.318,4jfHNGbzF5EGAD3iET0lsd,165133
0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,49FYlytm3dAAraYgpoJZux,275987
0.835,0.669,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,0ByMNEPAPpOR5H69DVrTNy,267080
0.849,0.778,-5.443,0.217,0.0358,1.43e-06,0.126,0.634,126.842,6zcSWREy1vcJ4aWt7bzBW3,232422
0.593,0.686,-10.222,0.0465,0.00948,0.0658,0.174,0.322,135.031,1vaTXnSWv7IgupzHO9ySZc,192000
0.404,0.52,-10.313,0.0899,0.219,0.000221,0.148,0.0375,131.828,7DH2NtZkEcaHNNWSnGoAhL,149091
0.756,0.764,-3.837,0.229,0.0946,0.0,0.0909,0.642,132.073,6jmuzJIkp31AMa2n4W3XSm,191260
0.165,0.266,-14.111,0.0359,0.949,7.77e-06,0.116,0.0713,85.04,4EUP6xskTm22ROWezwjN35,279600
0.638,0.728,-7.53,0.0645,0.0125,0.477,0.198,0.403,87.992,2CVvEYyp6fzrlRNslk53Hd,200953
0.118,0.2,-12.689,0.0382,0.819,0.781,0.0975,0.0572,73.378,2wA8cQwmSw0eVVhOfNRDuZ,340880
0.388,0.765,-10.567,0.218,0.00886,0.0194,0.359,0.429,81.225,1wfkwHPoYsb6jXZDjax5eW,230520
0.525,0.324,-16.913,0.401,0.634,0.0384,0.114,0.171,73.464,7kTIeKxTXkMp6HeDfjjKV9,520560
0.65,0.821,-8.997,0.0301,0.000449,0.587,0.119,0.96,119.073,56r15mfaTXZoGEYBe2FHur,221000
0.23,0.0408,-25.502,0.0446,0.988,0.0185,0.0815,0.123,81.641,2tl2VoNYJtONQs61jGO4eU,245200
0.703,0.843,-8.292,0.132,0.08,0.661,0.0706,0.806,130.141,1yVvNvFG2kBt2lC71Zk9Pu,286154
0.672,0.826,-5.963,0.0399,0.0104,0.885,0.255,0.036,140.034,6qW9UWOSAjdc30mrW9GRKm,212773
0.54,0.659,-14.257,0.0346,0.429,0.885,0.15,0.4,126.001,2XFC4DAlV324BKpUwjl4UD,324899
0.259,0.715,-11.966,0.0445,0.00758,0.0237,0.0744,0.436,119.978,6JOSrjAwtkMWXm7quBdyGm,290587
0.3,0.81,-12.728,0.0604,0.0485,0.885,0.107,0.178,108.65,5GAtf1fe8dn05VTnnHsSpr,162213
0.49,0.91,-5.136,0.167,0.00107,3.7e-05,0.311,0.261,160.031,6EyFNA4x4aYBHVEzu7f1WW,228302
0.446,0.228,-13.369,0.0296,0.608,0.408,0.105,0.0636,127.946,1RRaPRjn9u9NXZ7Nco5PYz,107747
0.72,0.706,-4.719,0.0473,0.0684,0.0,0.166,0.62,133.002,7DnAm9FOTWE3cUvso43HhI,187436
0.22,0.057,-21.724,0.0413,0.959,3.14e-05,0.108,0.142,151.96,43AiEY2ztKnsFLKM7CCHBk,207707
0.128,0.0633,-19.141,0.0394,0.752,0.577,0.0919,0.11,91.267,3w6g63Sc6HozsK8LMFwhYl,164164
0.656,0.32,-15.261,0.0348,0.495,0.0614,0.0765,0.573,91.368,25e6EHX8YyC5hsaipxdHCz,269800
0.775,0.327,-13.635,0.032,0.743,0.287,0.091,0.458,95.036,5JOnQCQ9OGn7hY23aCkdlL,198960
0.642,0.837,-9.604,0.0339,0.0195,0.772,0.192,0.668,134.019,6o8TYbO9apASEjIIp12ai6,188640
0.755,0.615,-8.245,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,5aXgz1oKK8Q9z9xvTmSnrO,215364
0.666,0.432,-5.335,0.0375,0.36,0.0,0.0703,0.592,97.035,3Mvd9KPeMf2YQa1MiQGKmV,192853
0.165,0.287,-9.941,0.0337,0.677,0.0903,0.0995,0.0513,131.075,2nvTJbyIICxuGzOCXV3jbI,300923
0.306,0.921,-10.498,0.502,0.693,0.623,0.152,0.613,84.051,6s5ObKZSyybTlCdrzs9qmS,415533
0.322,0.301,-18.834,0.0413,0.767,0.0119,0.109,0.904,129.064,7du4n6MD8EPGY6gadTZSbj,91760
0.531,0.936,-3.975,0.0786,0.00284,0.000173,0.665,0.556,120.057,3X3FzrA32EbYvu3n3526w4,185279
0.384,0.514,-9.445,0.135,0.331,4.26e-06,0.169,0.151,68.967,6lFXPTrji6xj1kvuv3u5c3,150857
0.164,0.281,-13.549,0.0362,0.979,0.92,0.113,0.214,173.913,5BfnCpWSG8cirVL9FNUDzz,362773
0.711,0.967,-8.206,0.0943,0.0254,3.65e-05,0.0676,0.966,164.994,1mNSomylino1Hoaw3MzCC8,125125
0.499,0.794,-6.383,0.0447,0.000687,0.00407,0.432,0.212,95.024,07TwX5DB1dq9tJ1L7z77qb,331600
0.257,0.0906,-25.381,0.07,0.932,0.985,0.0786,0.0451,67.46,1vgSaC0BPlL6LEm4Xsx59J,266200
0.093,0.0109,-33.977,0.0491,0.906,1.15e-06,0.346,0.0366,80.968,5EE5ZTlWMVq7ygSJ3ZlQAA,267333
0.243,0.0884,-18.325,0.0397,0.942,0.343,0.0919,0.0908,79.391,5jtVwwudFylRvCGrG4CbIm,60067
0.558,0.55,-7.399,0.118,0.32,0.000257,0.167,0.877,109.531,2M9jRVvBzmKuWsB9CfbTSR,172867
0.813,0.415,-5.938,0.0377,0.156,0.122,0.135,0.748,119.945,3966CMH4clRChhZa36HQHi,130125
0.367,0.111,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,43zdsphuZLzwA9k4DJhU0I,196077
0.531,0.854,-3.149,0.198,0.288,0.0,0.0773,0.456,94.419,6xtcFXSo8H9BZN637BMVKS,190000
0.487,0.789,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,7wBJfHzpfI3032CSD7CE2m,270715
0.635,0.827,-7.541,0.0583,0.211,0.00719,0.0947,0.272,149.974,2KgCPRTAECwNbJG1uYdfjl,197962
0.396,0.293,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307,44AyOl4qVkzS48vBsbNXaC,182360
0.715,0.769,-2.767,0.0332,0.0678,0.0275,0.131,0.511,127.999,3rKDs5jEc1wT3pk3kZANvY,200056
0.61,0.621,-8.159,0.0779,0.0216,0.000176,0.119,0.0824,115.975,0Kme9ojMj3FlDBt4r11kmj,231083
0.811,0.676,-9.522,0.0642,0.0785,0.00383,0.936,0.425,134.006,6EhN3DxLOZl1KzeYy3bMsl,331413
0.182,0.0396,-18.585,0.0381,0.828,0.918,0.186,0.0689,80.803,1DfPtxCVuJgbqCCttbfauP,30800
0.648,0.96,-11.807,0.0607,0.00632,0.74,0.182,0.64,145.488,3ikAueQttESomCjKLaZcYj,380407
0.662,0.588,-7.298,0.0358,0.0421,0.0032,0.278,0.817,83.0,6qKSBmnxhOPh9PMRufA3Ds,180617
0.679,0.856,-4.748,0.0373,0.0118,0.719,0.093,0.569,136.908,5063IfL6M32gbdT837sScm,363467
0.0642,0.0226,-28.19,0.0462,0.833,0.93,0.0704,0.0301,72.74,4sdUtHBGNvkRLtGdXGSYIA,259840
0.224,0.126,-27.359,0.0438,0.884,0.972,0.0874,0.39,94.342,1XUj44Z64AaDnqto2vMAiS,30307
0.475,0.941,-7.042,0.0345,0.000125,0.0102,0.276,0.262,167.973,2PVqPbRv7mlCp2JYzDeMsc,213113
0.812,0.525,-8.798,0.124,0.255,0.0,0.325,0.564,145.016,3B9vJvi2Z6ws4wjNTQMYAc,177133
0.632,0.724,-6.101,0.0874,0.504,0.0807,0.408,0.471,138.472,3psExFmkwURnOeOLNZZCNX,104491
0.116,0.0153,-24.464,0.0427,0.978,0.00642,0.117,0.0377,83.871,1618cqEEGuNaiqCCMUbcQC,290560
0.336,0.231,-6.217,0.0497,0.942,0.0,0.188,0.429,168.685,0v2LUO8oTHnkjQ8MmKuXyk,37640
0.38,0.0151,-26.163,0.0276,0.369,0.551,0.109,0.0381,78.038,0qAKn06RfHJTeikSFYqH1h,113107
0.966,0.435,-4.944,0.0674,0.0604,0.22,0.0511,0.561,111.16,4MAADpR6MjelkaZqe3Mgnv,126386
0.682,0.894,-1.73,0.0727,0.0381,0.0,0.416,0.845,95.992,5p0KCAuu5nrHpTuAIhHdLw,198600
0.588,0.567,-3.738,0.0628,0.221,0.0,0.135,0.113,150.009,1xYpVRspgaLxdJLOTQkTjg,338438
0.307,0.237,-13.589,0.0434,0.745,0.642,0.358,0.111,76.029,4Ovadhy71Ah0hbO8RKQ9Zc,553307
0.473,0.799,-6.253,0.0518,0.00257,1.1e-05,0.107,0.0695,137.073,0CaVS2uwYUv84UsR7ZXZ2S,201641
0.5,0.972,-4.078,0.0653,0.00277,0.00405,0.185,0.408,139.988,2pCY9je7WzYmPDM9DvYE9V,197050
0.309,0.229,-18.258,0.0315,0.865,0.883,0.118,0.0382,200.702,1B53Uecac30G7cQzrm4jR4,283266
0.53,0.189,-7.934,0.0824,0.551,0.084,0.122,0.119,209.08,2EEjiKbE4pAjX49TrBzw1X,66227
0.605,0.793,-3.084,0.297,0.0825,0.0,0.124,0.647,184.032,62pSYErgGri97X9aIyBzHm,196640
0.547,0.523,-9.176,0.0572,0.724,0.0,0.103,0.89,169.598,6oRHRkQigTzJ3KwpO3XOV6,142907
0.729,0.625,-5.266,0.0315,0.194,0.00986,0.248,0.261,146.034,1xzBco0xcoJEDXktl7Jxrr,183907
0.771,0.463,-8.932,0.0425,0.689,0.00487,0.195,0.492,110.035,4j5YzAphVCaOIgEWsenWlx,140840
0.768,0.933,-2.95,0.0385,0.206,0.915,0.0833,0.245,124.996,4qDHt2ClApBBzDAvhNGWFd,161280
0.808,0.661,-6.237,0.0395,0.0358,0.0,0.138,0.804,107.992,1m0UFnuTktOkksvjbF9z0m,235556
0.195,0.126,-16.941,0.042,0.886,0.00466,0.0864,0.0945,170.055,2YLJGLPcQ5sitneabdBDVr,391866
0.573,0.545,-8.782,0.162,0.0193,0.255,0.31,0.122,120.172,4cp8aHIJj617CGKc6m0dfz,900709
0.624,0.654,-6.582,0.183,0.577,0.0,0.104,0.564,73.898,7Lf7oSEVdzZqTA0kEDSlS5,288333
0.657,0.685,-5.735,0.0849,0.0931,0.0257,0.0922,0.407,164.555,0qKxqVcFCMmrjjvIgjjEE6,193138
0.386,0.337,-10.863,0.0586,0.852,0.00015,0.103,0.343,134.416,1kJsEFWPMFXg3XkNGqOcWg,153600
0.516,0.684,-5.659,0.0797,0.652,0.0,0.685,0.84,161.167,0BbA7S30mOQB94e4IBnqCt,131160
0.698,0.633,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,3GCdLUSnKSMJhs4Tj6CV3s,232187
0.453,0.722,-10.206,0.0341,0.0219,0.89,0.278,0.432,92.812,7wYWDOEnvyKerKRmTHU8rU,220905
0.602,0.616,-10.917,0.0353,0.662,0.0153,0.149,0.31,108.017,2II03llydk4YnkBBvoYB3B,367333
0.143,0.0286,-24.565,0.0483,0.981,0.944,0.0804,0.0352,75.411,7wDXMsZfct6TT0TOWDGNIG,295150
0.698,0.786,-5.331,0.15,0.0436,0.0,0.918,0.583,130.063,5rJAFZFH8g9YNKtJeZpPTH,173816
0.239,0.466,-9.247,0.0298,0.742,0.821,0.135,0.104,137.404,6aYb4rAp6yu2BZDY2YaPhK,290787
0.455,0.505,-11.893,0.0274,0.155,0.583,0.141,0.089,167.979,3D4MFqv1yjHj2YTZ8ViktH,282560
0.365,0.0332,-25.054,0.0359,0.985,0.885,0.0769,0.0355,131.894,3te67A8JsmBOGukQHvITZY,211667
0.679,0.813,-5.237,0.295,0.0621,0.0,0.272,0.642,125.033,2qbhijQG7phGVHkPt22fTP,213773
0.694,0.77,-5.335,0.149,0.176,1.1e-05,0.118,0.163,125.905,0E9ZjEAyAwOXZ7wJC0PD33,184560
0.8,0.536,-7.601,0.386,0.0156,0.024,0.126,0.284,125.982,39L1ci8l2THU5Nh1dbBIrM,309355
0.957,0.69,-3.054,0.296,0.0271,0.07,0.335,0.744,118.001,6ZEwG4xyIqTKnIyOGsv0Gc,144485
0.746,0.711,-5.318,0.0512,0.0182,0.0,0.06,0.517,98.032,4neipBD8hA1q2g1FS9hgAC,186694
0.523,0.828,-4.696,0.0762,0.0136,0.000255,0.165,0.476,96.952,1u0l8zWpQeMYStFkc2mLD7,214827
0.772,0.787,-2.8,0.0737,0.00142,0.0,0.617,0.631,98.011,5aOpKCKguEnViGOKZxZern,176308
0.867,0.509,-4.884,0.0918,0.0295,0.0,0.0424,0.684,100.998,2H9zpvV33I48HE5jnNvWVB,163001
0.513,0.992,-3.075,0.114,0.00236,0.0336,0.317,0.365,169.954,1PGbCbiD4Tkg8SE9N3AOQS,366666
0.636,0.753,-6.342,0.38,0.448,0.0,0.285,0.755,128.451,0Yfn3Y20WHJ4qsY5UznuyM,198440
0.699,0.713,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993,2qT1uLXPVPzGgFOx4jtEuo,205920
0.707,0.923,-3.957,0.0521,0.128,0.000437,0.273,0.842,108.049,5QhBKPqsnX1uY9fZNaAtZg,203000
